Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2025-12-06 14:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2025-12-06 14:03:31,Other,CAR 43 (COL) TIME 1:24.468 DELETED - TRACK LIMITS AT TURN 1 LAP 3 18:02:08,,,,,,
2025-12-06 14:05:22,Other,CAR 18 (STR) TIME 1:23.772 DELETED - TRACK LIMITS AT TURN 16 LAP 3 18:03:49,,,,,,
2025-12-06 14:05:57,Other,CAR 18 (STR) TIME 1:59.687 DELETED - TRACK LIMITS AT TURN 16 (NEXT LAP),,,,,,
2025-12-06 14:09:05,Other,CAR 10 (GAS) TIME 1:23.522 DELETED - TRACK LIMITS AT TURN 1 LAP 6 18:07:40,,,,,,
2025-12-06 14:09:37,Other,CAR 43 (COL) TIME 1:23.947 DELETED - TRACK LIMITS AT TURN 1 LAP 6 18:08:14,,,,,,
2025-12-06 14:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2025-12-06 14:18:09,Other,FIRST CAR TO TAKE THE FLAG - CAR 30 (LAW),,,,,,
2025-12-06 14:21:54,Other,"FIA STEWARDS: Q1 INCIDENT INVOLVING CARS 1 (VER), 22 (TSU), 18 (STR), 81 (PIA), 27 (HUL), 5 (BOR), 23 (ALB), 55 (SAI) AND 12 (ANT) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",,,,,,
2025-12-06 14:22:05,Other,"FIA STEWARDS: Q1 INCIDENT INVOLVING CARS 1 (VER), 22 (TSU), 18 (STR), 81 (PIA), 27 (HUL), 5 (BOR), 23 (ALB), 55 (SAI) AND 12 (ANT) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",,,,,,
2025-12-06 14:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2025-12-06 14:40:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2025-12-06 14:40:11,Other,FIRST CAR TO TAKE THE FLAG - CAR 31 (OCO),,,,,,
2025-12-06 14:43:16,Other,"FIA STEWARDS: Q2 INCIDENT INVOLVING CARS 81 (PIA), 4 (NOR) AND 12 (ANT) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",,,,,,
2025-12-06 14:43:30,Other,"FIA STEWARDS: Q2 INCIDENT INVOLVING CARS 81 (PIA), 4 (NOR) AND 12 (ANT) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",,,,,,
2025-12-06 14:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2025-12-06 14:59:46,Other,CAR 22 (TSU) TIME 1:23.083 DELETED - TRACK LIMITS AT TURN 1 LAP 17 18:58:23,,,,,,
2025-12-06 15:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2025-12-06 15:00:12,Other,FIRST CAR TO TAKE THE FLAG - CAR 14 (ALO),,,,,,
2025-12-06 15:03:03,Other,"FIA STEWARDS: Q1 INCIDENT INVOLVING CARS 1 (VER), 22 (TSU), 18 (STR), 81 (PIA), 27 (HUL), 5 (BOR), 23 (ALB), 55 (SAI) AND 12 (ANT) NO FURTHER ACTION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",,,,,,
2025-12-06 15:03:09,Other,"FIA STEWARDS: Q2 INCIDENT INVOLVING CARS 81 (PIA), 4 (NOR) AND 12 (ANT) NO FURTHER ACTION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",,,,,,
2025-12-06 15:07:41,Flag,DOUBLE YELLOW IN TRACK SECTOR 27,,DOUBLE YELLOW,Sector,27.0,,
2025-12-06 15:08:07,Flag,YELLOW IN TRACK SECTOR 26,,YELLOW,Sector,26.0,,
2025-12-06 15:08:15,Flag,CLEAR IN TRACK SECTOR 27,,CLEAR,Sector,27.0,,
2025-12-06 15:08:21,Flag,CLEAR IN TRACK SECTOR 26,,CLEAR,Sector,26.0,,
