Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2025-03-21 07:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2025-03-21 07:34:29,Other,CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 2 LAP 2 15:32:34,,,,,,
2025-03-21 07:35:25,Other,CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 2 15:32:33,,,,,,
2025-03-21 07:36:24,Other,CAR 5 (BOR) LAP DELETED - TRACK LIMITS AT TURN 2 LAP 4 15:33:56 (PIT),,,,,,
2025-03-21 07:37:45,Other,TURN 14 INCIDENT INVOLVING CARS 18 (STR) AND 87 (BEA) NOTED - IMPEDING,,,,,,
2025-03-21 07:38:09,Other,CAR 27 (HUL) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 2 15:33:13,,,,,,
2025-03-21 07:38:22,Other,CAR 5 (BOR) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 4 15:33:55,,,,,,
2025-03-21 07:39:23,Other,TURN 14 INCIDENT INVOLVING CARS 63 (RUS) AND 22 (TSU) NOTED - IMPEDING,,,,,,
2025-03-21 07:42:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2025-03-21 07:42:18,Other,FIRST CAR TO TAKE THE FLAG - CAR 18 (STR),,,,,,
2025-03-21 07:42:19,Other,CAR 30 (LAW) LAP DELETED - TRACK LIMITS AT TURN 9 LAP 6 15:40:42 (PIT),,,,,,
2025-03-21 07:42:30,Other,FIA STEWARDS: TURN 14 INCIDENT INVOLVING CARS 18 (STR) AND 87 (BEA) REVIEWED NO FURTHER INVESTIGATION - IMPEDING,,,,,,
2025-03-21 07:43:32,Other,CAR 7 (DOO) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 7 15:40:29,,,,,,
2025-03-21 07:44:59,Flag,DOUBLE YELLOW IN TRACK SECTOR 3,,DOUBLE YELLOW,Sector,3.0,,
2025-03-21 07:45:01,Flag,DOUBLE YELLOW IN TRACK SECTOR 6,,DOUBLE YELLOW,Sector,6.0,,
2025-03-21 07:45:06,Flag,DOUBLE YELLOW IN TRACK SECTOR 1,,DOUBLE YELLOW,Sector,1.0,,
2025-03-21 07:45:09,Flag,DOUBLE YELLOW IN TRACK SECTOR 10,,DOUBLE YELLOW,Sector,10.0,,
2025-03-21 07:45:10,Flag,DOUBLE YELLOW IN TRACK SECTOR 8,,DOUBLE YELLOW,Sector,8.0,,
2025-03-21 07:45:22,Flag,YELLOW IN TRACK SECTOR 11,,YELLOW,Sector,11.0,,
2025-03-21 07:45:29,Flag,DOUBLE YELLOW IN TRACK SECTOR 15,,DOUBLE YELLOW,Sector,15.0,,
2025-03-21 07:45:32,Flag,DOUBLE YELLOW IN TRACK SECTOR 11,,DOUBLE YELLOW,Sector,11.0,,
2025-03-21 07:45:33,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,,
2025-03-21 07:45:33,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,,
2025-03-21 07:45:33,Flag,DOUBLE YELLOW IN TRACK SECTOR 5,,DOUBLE YELLOW,Sector,5.0,,
2025-03-21 07:45:33,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,,
2025-03-21 07:45:35,Other,DRS DISABLED IN ZONE 1,,,,,,
2025-03-21 07:45:38,Flag,DOUBLE YELLOW IN TRACK SECTOR 14,,DOUBLE YELLOW,Sector,14.0,,
2025-03-21 07:45:38,Flag,DOUBLE YELLOW IN TRACK SECTOR 18,,DOUBLE YELLOW,Sector,18.0,,
2025-03-21 07:45:39,Flag,DOUBLE YELLOW IN TRACK SECTOR 7,,DOUBLE YELLOW,Sector,7.0,,
2025-03-21 07:45:39,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,
2025-03-21 07:45:40,Other,DRS DISABLED IN ZONE 2,,,,,,
2025-03-21 07:45:46,Flag,DOUBLE YELLOW IN TRACK SECTOR 4,,DOUBLE YELLOW,Sector,4.0,,
2025-03-21 07:45:51,Flag,DOUBLE YELLOW IN TRACK SECTOR 20,,DOUBLE YELLOW,Sector,20.0,,
2025-03-21 07:46:02,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,,
2025-03-21 07:46:11,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,,
2025-03-21 07:46:25,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,,
2025-03-21 07:46:46,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,,
2025-03-21 07:46:49,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,
2025-03-21 07:46:49,Flag,DOUBLE YELLOW IN TRACK SECTOR 17,,DOUBLE YELLOW,Sector,17.0,,
2025-03-21 07:46:51,Other,"FIA STEWARDS: SQ1 INCIDENT INVOLVING CARS 18 (STR), 22 (TSU), 81 (PIA), 31 (OCO), 30 (LAW) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",,,,,,
2025-03-21 07:46:51,Flag,DOUBLE YELLOW IN TRACK SECTOR 12,,DOUBLE YELLOW,Sector,12.0,,
