Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2025-08-01 14:52:05,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,,
2025-08-01 14:56:47,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,
2025-08-01 14:56:55,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2025-08-01 15:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2025-08-01 15:32:17,Other,TURN 3 INCIDENT INVOLVING CAR 1 (VER) NOTED,,,,,,
2025-08-01 15:36:01,Other,FIA STEWARDS: TURN 3 INCIDENT INVOLVING CAR 1 (VER) WILL BE INVESTIGATED AFTER THE SESSION,,,,,,
2025-08-01 16:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2025-08-01 16:00:07,Other,FIRST CAR TO TAKE THE FLAG - CAR 30 (LAW),,,,,,
2025-08-01 16:04:04,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,
2025-08-01 16:04:12,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,,
2025-08-01 16:04:15,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,,
2025-08-01 16:04:17,Flag,DOUBLE YELLOW IN TRACK SECTOR 17,,DOUBLE YELLOW,Sector,17.0,,
2025-08-01 16:04:23,Flag,DOUBLE YELLOW IN TRACK SECTOR 18,,DOUBLE YELLOW,Sector,18.0,,
2025-08-01 16:05:57,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,
2025-08-01 16:06:02,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,
2025-08-01 16:06:12,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,
2025-08-01 16:06:16,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,
2025-08-01 16:06:28,Flag,TRACK CLEAR,,CLEAR,Track,,,
2025-08-01 16:06:31,Flag,DOUBLE YELLOW IN TRACK SECTOR 10,,DOUBLE YELLOW,Sector,10.0,,
2025-08-01 16:07:20,Flag,YELLOW IN TRACK SECTOR 4,,YELLOW,Sector,4.0,,
2025-08-01 16:08:54,Flag,YELLOW IN TRACK SECTOR 15,,YELLOW,Sector,15.0,,
2025-08-01 16:08:58,Flag,DOUBLE YELLOW IN TRACK SECTOR 3,,DOUBLE YELLOW,Sector,3.0,,
2025-08-01 16:22:26,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,,
2025-08-01 16:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
