Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2024-03-08 17:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-03-08 17:08:34,Flag,BLACK AND WHITE FLAG FOR CAR 63 (RUS) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT ENTRY,,BLACK AND WHITE,Driver,,63,
2024-03-08 17:10:28,Other,CAR 18 (STR) LAP DELETED - TRACK LIMITS AT TURN 23 LAP 6 20:09:36,,,,,,
2024-03-08 17:11:10,Other,CAR 20 (MAG) TIME 1:56.534 DELETED - TRACK LIMITS AT TURN 8 LAP 4 20:04:00,,,,,,
2024-03-08 17:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2024-03-08 17:18:09,Other,FIRST CAR TO TAKE THE FLAG - CAR 24 (ZHO),,,,,,
2024-03-08 17:19:15,Other,CAR 38 (BEA) LAP DELETED - TRACK LIMITS AT TURN 4 LAP 10 20:17:14 (PIT),,,,,,
2024-03-08 17:20:38,Other,CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 23 LAP 9 20:18:13,,,,,,
2024-03-08 17:20:52,Other,FIA STEWARDS: INCIDENT INVOLVING CARS 38 (BEA) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-03-08 17:21:06,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 38 (BEA) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-03-08 17:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-03-08 17:28:31,Flag,YELLOW IN TRACK SECTOR 5,,YELLOW,Sector,5.0,,
2024-03-08 17:29:02,Flag,RED FLAG,,RED,Track,,,
2024-03-08 17:29:03,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,,
2024-03-08 17:29:18,CarEvent,CAR 27 (HUL) STOPPED AT TURN 8,,,,,27,
2024-03-08 17:30:55,Other,Q2 WILL RESUME AT 20:34,,,,,,
2024-03-08 17:31:28,Flag,TRACK CLEAR,,CLEAR,Track,,,
2024-03-08 17:31:30,Drs,DRS ENABLED,ENABLED,,,,,
2024-03-08 17:34:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-03-08 17:44:59,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2024-03-08 17:45:07,Other,FIRST CAR TO TAKE THE FLAG - CAR 20 (MAG),,,,,,
2024-03-08 17:47:10,Other,Q3 WILL START AT 20:53,,,,,,
2024-03-08 17:48:04,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 38 (BEA) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-03-08 17:48:09,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 38 (BEA) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-03-08 17:53:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-03-08 18:05:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2024-03-08 18:05:28,Other,FIRST CAR TO TAKE THE FLAG - CAR 11 (PER),,,,,,
2024-03-08 18:07:07,Other,FIA STEWARDS: Q1 INCIDENT INVOLVING CARS 38 (BEA) NO FURTHER ACTION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-03-08 18:07:52,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-03-08 18:08:30,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-03-08 18:08:41,Other,FIA STEWARDS: Q2 INCIDENT INVOLVING CAR 38 (BEA) NO FURTHER ACTION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-03-08 18:12:40,Other,FIA STEWARDS: Q3 INCIDENT INVOLVING CAR 11 (PER) NO FURTHER ACTION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-03-08 18:13:05,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,,
2024-03-08 18:13:06,Flag,DOUBLE YELLOW IN TRACK SECTOR 4,,DOUBLE YELLOW,Sector,4.0,,
2024-03-08 18:14:51,Flag,DOUBLE YELLOW IN TRACK SECTOR 14,,DOUBLE YELLOW,Sector,14.0,,
