Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2024-10-18 21:17:13,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
2024-10-18 21:17:32,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,
2024-10-18 21:17:57,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2024-10-18 21:18:04,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,
2024-10-18 21:18:28,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,
2024-10-18 21:19:10,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,
2024-10-18 21:19:12,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,
2024-10-18 21:19:13,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,,
2024-10-18 21:19:14,Flag,CLEAR IN TRACK SECTOR 20,,CLEAR,Sector,20.0,,
2024-10-18 21:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-10-18 21:34:08,Other,CAR 11 (PER) TIME 1:34.716 DELETED - TRACK LIMITS AT TURN 9 LAP 3 16:33:00,,,,,,
2024-10-18 21:42:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2024-10-18 21:42:22,Other,FIRST CAR TO TAKE THE FLAG - CAR 27 (HUL),,,,,,
2024-10-18 21:42:25,Other,CAR 81 (PIA) TIME 1:34.285 DELETED - TRACK LIMITS AT TURN 19 LAP 6 16:41:35,,,,,,
2024-10-18 21:43:29,Other,CAR 14 (ALO) TIME 1:34.306 DELETED - TRACK LIMITS AT TURN 19 LAP 6 16:42:26,,,,,,
2024-10-18 21:43:54,Other,CAR 24 (ZHO) TIME 1:35.193 DELETED - TRACK LIMITS AT TURN 19 LAP 6 16:42:38,,,,,,
2024-10-18 21:46:16,Other,"FIA STEWARDS: SQ1 INCIDENT INVOLVING CARS 1 (VER), 24 (ZHO), 11 (PER), 10 (GAS), 30 (LAW), 23 (ALB), 27 (HUL), 20 (MAG), 77 (BOT), 18 (STR), 16 (LEC), 31 (OCO), 44 (HAM), 63 (RUS) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",,,,,,
2024-10-18 21:47:01,Other,"FIA STEWARDS: SQ1 INCIDENT INVOLVING CARS 1 (VER), 24 (ZHO), 11 (PER), 10 (GAS), 30 (LAW), 23 (ALB), 27 (HUL), 20 (MAG), 77 (BOT), 18 (STR), 16 (LEC), 31 (OCO), 44 (HAM), 63 (RUS) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",,,,,,
2024-10-18 21:49:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-10-18 21:59:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2024-10-18 21:59:25,Other,FIRST CAR TO TAKE THE FLAG - CAR 30 (LAW),,,,,,
2024-10-18 22:00:02,Other,CAR 14 (ALO) TIME 1:34.251 DELETED - TRACK LIMITS AT TURN 19 LAP 9 16:59:31,,,,,,
2024-10-18 22:00:18,Other,CAR 18 (STR) TIME 1:34.421 DELETED - TRACK LIMITS AT TURN 19 LAP 9 16:59:38,,,,,,
2024-10-18 22:00:25,Other,CAR 20 (MAG) LAP DELETED - TRACK LIMITS AT TURN 19 LAP 12 17:00:00,,,,,,
2024-10-18 22:01:55,Other,CAR 30 (LAW) TIME 1:34.284 DELETED - TRACK LIMITS AT TURN 1 LAP 9 16:57:52,,,,,,
2024-10-18 22:03:07,Other,TURN 5 INCIDENT INVOLVING CARS 43 (COL) AND 10 (GAS) NOTED - IMPEDING,,,,,,
2024-10-18 22:06:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-10-18 22:09:28,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
2024-10-18 22:09:29,Other,DRS DISABLED IN ZONE 1,,,,,,
2024-10-18 22:09:34,Other,DRS ENABLED IN ZONE 1,,,,,,
2024-10-18 22:09:34,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2024-10-18 22:10:08,Other,FIA STEWARDS: TURN 5 INCIDENT INVOLVING CARS 43 (COL) AND 10 (GAS) REVIEWED NO FURTHER INVESTIGATION - IMPEDING,,,,,,
2024-10-18 22:10:29,Other,CAR 43 (COL) LAP DELETED - TRACK LIMITS AT TURN 12 LAP 13 17:09:19 (PIT),,,,,,
2024-10-18 22:14:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2024-10-18 22:14:11,Other,FIRST CAR TO TAKE THE FLAG - CAR 55 (SAI),,,,,,
2024-10-18 22:19:49,Other,"FIA STEWARDS: SQ1 INCIDENT INVOLVING CARS 1 (VER), 24 (ZHO), 11 (PER), 10 (GAS), 30 (LAW), 23 (ALB), 27 (HUL), 20 (MAG), 77 (BOT), 18 (STR), 16 (LEC), 31 (OCO), 44 (HAM), 63 (RUS) NO FURTHER ACTION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",,,,,,
