Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2024-08-31 14:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-08-31 14:07:15,Other,CAR 81 (PIA) TIME 1:50.311 DELETED - TRACK LIMITS AT TURN 2 LAP 3 16:05:33,,,,,,
2024-08-31 14:13:19,Other,CAR 44 (HAM) LAP DELETED - TRACK LIMITS AT TURN 2 LAP 4 16:10:08 (PIT),,,,,,
2024-08-31 14:14:43,Other,INCIDENT INVOLVING CAR 81 (PIA) NOTED - UNSAFE RELEASE,,,,,,
2024-08-31 14:15:47,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 81 (PIA) WILL BE INVESTIGATED AFTER THE SESSION - UNSAFE RELEASE,,,,,,
2024-08-31 14:17:19,Flag,YELLOW IN TRACK SECTOR 15,,YELLOW,Sector,15.0,,
2024-08-31 14:17:28,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,
2024-08-31 14:17:29,Other,CAR 43 (COL) TIME 1:22.531 DELETED - TRACK LIMITS AT TURN 7 LAP 6 16:16:37,,,,,,
2024-08-31 14:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2024-08-31 14:18:12,Other,FIRST CAR TO TAKE THE FLAG - CAR 81 (PIA),,,,,,
2024-08-31 14:18:19,Other,CAR 20 (MAG) LAP DELETED - TRACK LIMITS AT TURN 11 LAP 6 16:17:51,,,,,,
2024-08-31 14:19:11,Other,CAR 43 (COL) LAP DELETED - TRACK LIMITS AT TURN 2 LAP 7 16:17:39 (PIT),,,,,,
2024-08-31 14:19:25,Other,CAR 27 (HUL) LAP DELETED - TRACK LIMITS AT TURN 2 LAP 7 16:17:42,,,,,,
2024-08-31 14:20:36,Other,FIA STEWARDS: Q1 INCIDENT INVOLVING CAR 44 (HAM) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-08-31 14:20:43,Other,START OF Q2 WILL BE DELAYED,,,,,,
2024-08-31 14:21:23,Other,FIA STEWARDS: Q1 INCIDENT INVOLVING CAR 44 (HAM) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-08-31 14:25:43,Other,Q2 WILL START AT 16:29,,,,,,
2024-08-31 14:29:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-08-31 14:44:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2024-08-31 14:44:08,Other,FIRST CAR TO TAKE THE FLAG - CAR 16 (LEC),,,,,,
2024-08-31 14:46:44,Other,Q3 WILL START AT 16:52,,,,,,
2024-08-31 14:46:58,Other,FIA STEWARDS: Q2 INCIDENT INVOLVING CAR 20 (MAG) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-08-31 14:47:05,Other,FIA STEWARDS: Q2 INCIDENT INVOLVING CAR 20 (MAG) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-08-31 14:52:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-08-31 14:53:54,Other,INCIDENT INVOLVING CAR 55 (SAI) NOTED - UNSAFE RELEASE,,,,,,
2024-08-31 14:56:32,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 55 (SAI) REVIEWED NO FURTHER INVESTIGATION - UNSAFE RELEASE,,,,,,
2024-08-31 15:04:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2024-08-31 15:04:13,Other,FIRST CAR TO TAKE THE FLAG - CAR 4 (NOR),,,,,,
2024-08-31 15:06:12,Other,FIA STEWARDS: Q1 INCIDENT INVOLVING CAR 44 (HAM) NO FURTHER ACTION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-08-31 15:06:27,Other,FIA STEWARDS: Q2 INCIDENT INVOLVING CAR 20 (MAG) NO FURTHER ACTION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
